---,Actor,Location,Rotation,Scale,Meshes
Row_109,/Script/CoreUObject.Class'/Script/ManorLords.SMBuildingMaster',"(X=92867.656250,Y=71879.718750,Z=2127.999000)","(Pitch=0.000000,Yaw=-48.209106,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Road/borderMesh.borderMesh'',Materials=(Material'""/Game/NotStronghold/Road/M_FieldBorderSegmentMat""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Engine/BasicShapes/Plane.Plane'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Engine/BasicShapes/Plane.Plane'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Engine/BasicShapes/Plane.Plane'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Engine/BasicShapes/Plane.Plane'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_110,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=-9.882658,Y=-83.783226,Z=-6.471656)","(Pitch=-1.572870,Yaw=-26.747699,Roll=-3.761902)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/SM_MERGED_hitchingPost.SM_MERGED_hitchingPost'',Materials=(MaterialInstanceConstant'""/Game/NotStronghold/Buildings/building_ZB/Generic/zb_rope""',MaterialInstanceConstant'""/Game/NotStronghold/Buildings/building_ZB/Generic/zb_rope""',MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Wooden_Dough_Bowl_ukqocheaw/Wooden_Dough_Bowl_ukqocheaw_inst""',MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Modular_Fence_3_M_ufflaitdw/Modular_Fence_3_M_ufflaitdw_flatNormal""',MaterialInstanceConstant'""/Game/Megascans/Atlases/plant_grass_ominY2/plant_grass_ominY2_static""',Material'""/Game/NotStronghold/Buildings/building_ZB/Generic/parallaxDirt""',MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Common_spruce_Branch_uehjahtfa/Common_spruce_Branch_uehjahtfa_Darker""',MaterialInstanceConstant'""/Game/NotStronghold/Buildings/Generic/WoodenTubProper/TubWater_Inst""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/Buildings/SocketMeshData/SMD_HitchingPost.SMD_HitchingPost'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_111,/Script/CoreUObject.Class'/Script/ManorLords.SMBuildingMaster',"(X=91924.269290,Y=71059.644946,Z=2038.826538)","(Pitch=4.080452,Yaw=-48.999999,Roll=-0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Road/borderMesh.borderMesh'',Materials=(Material'""/Game/NotStronghold/Road/M_FieldBorderSegmentMat""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/dirtPlane.dirtPlane'',Materials=(Material'""/Game/NotStronghold/Engine/dirtPlaneMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Engine/BasicShapes/Plane.Plane'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Engine/BasicShapes/Plane.Plane'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Engine/BasicShapes/Plane.Plane'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')),(StaticMesh=/Script/Engine.StaticMesh'/Engine/BasicShapes/Plane.Plane'',Materials=(Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_112,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91964.060949,Y=70959.447759,Z=2036.904785)","(Pitch=3.641549,Yaw=-75.857881,Roll=-1.842222)","(X=0.800000,Y=0.800000,Z=0.800000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/ResourcesStatic/Baskets/ResStatic_BreadBasket.ResStatic_BreadBasket'',Materials=(MaterialInstanceConstant'""/Game/Assets/Food_Pack_01/Materials/M_Food_Bread_Loaf_Sourdough_01""',MaterialInstanceConstant'""/Game/MedievalPropsPack/Materials/bag_stati""')),)"
Row_113,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91996.744393,Y=71015.193164,Z=2041.137451)","(Pitch=-4.666012,Yaw=-143.862740,Roll=-1.263871)","(X=0.800000,Y=0.800000,Z=0.800000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/ResourcesStatic/Baskets/ResStatic_BreadBasket.ResStatic_BreadBasket'',Materials=(MaterialInstanceConstant'""/Game/Assets/Food_Pack_01/Materials/M_Food_Bread_Loaf_Sourdough_01""',MaterialInstanceConstant'""/Game/MedievalPropsPack/Materials/bag_stati""')),)"
Row_114,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92061.731934,Y=71034.521955,Z=2045.579407)","(Pitch=-4.045540,Yaw=123.487094,Roll=0.533074)","(X=0.669983,Y=0.669983,Z=0.669983)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/ResourcesStatic/Baskets/ResStatic_BreadBasket.ResStatic_BreadBasket'',Materials=(MaterialInstanceConstant'""/Game/Assets/Food_Pack_01/Materials/M_Food_Bread_Loaf_Sourdough_01""',MaterialInstanceConstant'""/Game/MedievalPropsPack/Materials/bag_stati""')),)"
Row_115,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92070.581037,Y=70935.062650,Z=2041.886536)","(Pitch=0.353669,Yaw=-134.036072,Roll=-4.065122)","(X=0.723945,Y=0.723945,Z=0.723945)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/ResourcesStatic/Baskets/ResStatic_BreadBasket.ResStatic_BreadBasket'',Materials=(MaterialInstanceConstant'""/Game/Assets/Food_Pack_01/Materials/M_Food_Bread_Loaf_Sourdough_01""',MaterialInstanceConstant'""/Game/MedievalPropsPack/Materials/bag_stati""')),)"
Row_116,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92037.685946,Y=70972.153333,Z=2041.639709)","(Pitch=9.312820,Yaw=-93.754689,Roll=3.179654)","(X=0.800000,Y=0.800000,Z=0.747909)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/ResourcesStatic/Baskets/ResStatic_BreadBasket.ResStatic_BreadBasket'',Materials=(MaterialInstanceConstant'""/Game/Assets/Food_Pack_01/Materials/M_Food_Bread_Loaf_Sourdough_01""',MaterialInstanceConstant'""/Game/MedievalPropsPack/Materials/bag_stati""')),)"
Row_117,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92007.988253,Y=70920.425213,Z=2038.195447)","(Pitch=-8.470239,Yaw=-116.149528,Roll=-8.225501)","(X=0.800000,Y=0.800000,Z=0.800000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/ManorLords/ResourcesStatic/Baskets/ResStatic_BreadBasket.ResStatic_BreadBasket'',Materials=(MaterialInstanceConstant'""/Game/Assets/Food_Pack_01/Materials/M_Food_Bread_Loaf_Sourdough_01""',MaterialInstanceConstant'""/Game/MedievalPropsPack/Materials/bag_stati""')),)"
Row_118,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91963.050784,Y=71160.179938,Z=2042.303485)","(Pitch=-3.381185,Yaw=-135.379686,Roll=-4.916773)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/SM_Merged_RockPile.SM_Merged_RockPile'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/M_PROXY_Mossy_Stones_Pack_LOD5_tliiadmva_1""')),)"
Row_119,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91998.657764,Y=71201.057839,Z=2042.931887)","(Pitch=-3.437202,Yaw=115.188765,Roll=4.855945)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/SM_Merged_RockPile.SM_Merged_RockPile'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/M_PROXY_Mossy_Stones_Pack_LOD5_tliiadmva_1""')),)"
Row_120,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91975.176098,Y=71198.935858,Z=2041.549616)","(Pitch=5.889266,Yaw=-3.584707,Roll=0.673758)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/SM_Merged_RockPile.SM_Merged_RockPile'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/M_PROXY_Mossy_Stones_Pack_LOD5_tliiadmva_1""')),)"
Row_121,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91935.945436,Y=71188.908257,Z=2039.010520)","(Pitch=-4.026808,Yaw=122.567042,Roll=4.353311)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/SM_Merged_RockPile.SM_Merged_RockPile'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/M_PROXY_Mossy_Stones_Pack_LOD5_tliiadmva_1""')),)"
Row_122,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91937.605779,Y=71203.765662,Z=2039.629507)","(Pitch=2.177681,Yaw=-78.638682,Roll=-5.514305)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/SM_Merged_RockPile.SM_Merged_RockPile'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/M_PROXY_Mossy_Stones_Pack_LOD5_tliiadmva_1""')),)"
Row_123,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91977.219937,Y=71225.689956,Z=2045.397090)","(Pitch=3.011580,Yaw=-69.632179,Roll=-5.114446)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/SM_Merged_RockPile.SM_Merged_RockPile'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Mossy_Stones_Pack_tliiadmva/M_PROXY_Mossy_Stones_Pack_LOD5_tliiadmva_1""')),)"
Row_124,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91844.239400,Y=71093.837564,Z=2053.140022)","(Pitch=-0.609296,Yaw=-102.848554,Roll=-81.388439)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_125,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91878.935017,Y=71085.590005,Z=2052.139301)","(Pitch=-0.014655,Yaw=-103.262508,Roll=55.123321)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_126,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91919.824151,Y=71071.484561,Z=2056.795729)","(Pitch=-0.646400,Yaw=-102.848686,Roll=-56.042924)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_127,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91954.779671,Y=71063.757421,Z=2055.573162)","(Pitch=-0.638225,Yaw=-102.848866,Roll=143.227728)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_128,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92032.241437,Y=71042.390778,Z=2061.597054)","(Pitch=-0.609444,Yaw=-102.848524,Roll=-25.898600)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_129,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91803.840769,Y=71102.183207,Z=2051.046392)","(Pitch=-0.625055,Yaw=-102.847774,Roll=-129.041160)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_130,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92095.310681,Y=71025.269697,Z=2059.053639)","(Pitch=-0.625236,Yaw=-102.847801,Roll=84.126634)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_131,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91994.332595,Y=71054.976486,Z=2059.994881)","(Pitch=-0.697647,Yaw=-102.846199,Roll=-104.971155)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_132,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92008.215934,Y=71053.015476,Z=2087.526962)","(Pitch=-0.609347,Yaw=-102.848511,Roll=-104.991429)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_133,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91947.881937,Y=71063.363818,Z=2104.243965)","(Pitch=-0.646795,Yaw=-102.848783,Roll=38.561848)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_134,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91820.420976,Y=71091.157717,Z=2078.437813)","(Pitch=-0.625199,Yaw=-102.847774,Roll=-25.873540)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_135,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92063.101686,Y=71035.294575,Z=2059.337000)","(Pitch=-0.618311,Yaw=-102.847462,Roll=41.193224)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_136,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=92041.599409,Y=71038.789326,Z=2090.093297)","(Pitch=-0.609481,Yaw=-102.848551,Roll=84.101574)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_137,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91974.522902,Y=71065.135856,Z=2082.016586)","(Pitch=-0.638107,Yaw=-102.848786,Roll=-48.438895)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_138,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91934.013622,Y=71074.209255,Z=2079.373535)","(Pitch=-0.639733,Yaw=-102.848862,Roll=120.747415)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_139,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91912.339459,Y=71072.019368,Z=2118.032051)","(Pitch=-0.639930,Yaw=-102.848972,Roll=-92.510594)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_140,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91901.950187,Y=71082.355186,Z=2079.605671)","(Pitch=-0.609211,Yaw=-102.848456,Roll=55.121039)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_141,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91856.791987,Y=71087.053052,Z=2080.441978)","(Pitch=-0.609252,Yaw=-102.848521,Roll=143.292522)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
Row_142,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91821.195325,Y=71087.577511,Z=2046.492491)","(Pitch=54.826051,Yaw=50.862722,Roll=-172.415531)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_143,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91845.311170,Y=71030.521683,Z=2044.792816)","(Pitch=-80.002494,Yaw=19.022518,Roll=-154.027672)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_144,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91871.012571,Y=71133.015381,Z=2050.650890)","(Pitch=65.863610,Yaw=54.449245,Roll=-169.284199)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_145,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91894.695045,Y=71081.219564,Z=2050.337411)","(Pitch=29.263570,Yaw=47.099985,Roll=-175.000030)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_146,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91864.755172,Y=71051.548316,Z=2047.130242)","(Pitch=-37.635872,Yaw=-131.977878,Roll=-5.509658)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_147,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91847.318920,Y=71112.976151,Z=2048.747394)","(Pitch=-85.457803,Yaw=-29.066021,Roll=-106.234340)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_148,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91803.362949,Y=71072.766957,Z=2045.103182)","(Pitch=-37.603188,Yaw=-131.981889,Roll=-5.507205)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_149,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91870.003207,Y=71094.621530,Z=2070.696712)","(Pitch=-55.527810,Yaw=-136.082519,Roll=-7.937674)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_150,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91889.179193,Y=71111.290961,Z=2072.462215)","(Pitch=78.586554,Yaw=71.330263,Roll=-152.690536)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_151,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91892.803456,Y=71151.958231,Z=2052.657238)","(Pitch=-20.799724,Yaw=41.286294,Roll=-179.510789)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_152,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91849.750064,Y=71077.204222,Z=2070.838985)","(Pitch=23.301484,Yaw=44.634502,Roll=-178.037713)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/NotStronghold/Buildings/Merged/res_firewoodStack_mega.res_firewoodStack_mega'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Firewood_Pack_vbwhfi1iw/Firewood_Pack_vbwhfi1iw_inst""')),)"
Row_153,/Script/CoreUObject.Class'/Script/ManorLords.SMBuilding',"(X=91877.829442,Y=71082.568815,Z=2106.698433)","(Pitch=-1.491115,Yaw=-101.703799,Roll=-142.393347)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/mega_log_straightend.mega_log_straightend'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Juniper_Branch_vjrmdbwdb/Juniper_Branch_vjrmdbwdb_inst""')),)"
